商品コード,商品コメント1,商品コメント2,商品コメント3,商品コメント4,商品コメント5,商品コメント6,商品コメント7,商品コメント8,商品コメント9,購入時メッセージ
14849,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />アンドレア・ダミーコのアクセサリーライン「ディー・ダミーコ（D'D'amico）」のブレスレット。</span>",,,,,,,,,
14850,"<span class=""itemComment"">スナップ写真集『GLOBER Snap Vol.2』発売！<br />全カット2014年1月の、ピッティ・ウオモ及びミラノ・ファッション・ウィーク会場での撮りおろし。<br />そこに集った、ブランドのマネージャーやエージェント、セレクトショップのバイヤーなど、世界中の洒落者をシューティングしました。<br />前回、2013年夏に製作し、大好評いただいたものをシリーズ化。<br />メンズファッションの最新＆リアルな姿を、今回もGLOBERがいち早くお届けします。
</span>",,,,,,,,,
14852,"<span class=""itemComment"">軽くて丈夫な500デニールのコーデュラナイロンを使用した“FLIGHT LIGHT SIRIES”のショルダーバッグ パイク/Pike<br />荷室には500mlペットボトルや長財布、単行本などが入り、ファスナーポケットと着脱可能なキーリングを備えます。<br />前面のファスナーポケットはすぐに取り出したいスマートフォンやパスケースを入れたり、他の荷物と分けて入れたい折りたたみ傘などの収納に便利です。</span>",,,,,,,,,
14853,"<span class=""itemComment"">TR-3は3Wayで持てる大容量のバッグ。<br />スクエアなスタイルで都市型の日常使用に最適なシャープなデザインになっています。<br />容量は小型のスーツケースに匹敵し、車輪のないスーツケースとも言えます。<br />手提げ用のハンドル、斜め掛け用でショルダーストラップ、背面に収納可能なデイパック用ストラップを備えます。<br />ショルダーストラップはショルダーパッド付きで、着脱及び長さ調節が可能です。<br />収納はメインの荷室、サブの荷室、前面の2つのポケットから構成されます。<br />荷室はメイン、サブの両方ともダブルジッパーでどちらにも開閉でき、素早いパッキングの力になります。<br />メインの荷室には中の物が動かないよう固定するバックルタイプのストラップが付いています。<br />サブの荷室は大きなファスナーポケットと着脱可能なキーリングを装備。<br />オンオフにまたがる週末の出張などもこのバッグ1つで対応可能です。<br />ブリーフィングは米国の本物の軍需工場の手により生産される、ミリタリー・スペック（米軍仕様）のバッグです。<br />ミル・スペックに準拠したへヴィディーティな素材やパーツ、そして機能が、タウンユースに必要な機能とデザインに見事に昇華されています。</span>",,,,,,,,,
14858,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />ルイジ・ボレッリの現代的でカジュアルな位置づけのブランド「ルイジ・ボレッリ ラグジュアリー・ビンテージ」。<br />生地は風通しがよく、サラリとした手触りのリネン。<br />ラフに使いやすくも、形は体にフィットするデザインです。<br />ビジネスシーンでも着れるリネンシャツに仕上がっています。<br />襟型はルイジ・ボレッリの中で最も広角でほぼ水平に開いたNA35。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>首周り</th><th>着丈</th><th>胸囲</th><th>胴囲</th><th>裄丈</th></tr>
<tr><td class=""col01"">37</td><td>38cm</td><td>74.0cm</td><td>100cm</td><td>83cm</td><td>88cm</td></tr>
<tr><td class=""col01"">38</td><td>39cm</td><td>75.0cm</td><td>104cm</td><td>87cm</td><td>89cm</td></tr>
<tr><td class=""col01"">39</td><td>40cm</td><td>75.5cm</td><td>108cm</td><td>91cm</td><td>90cm</td></tr>
<tr><td class=""col01"">40</td><td>41cm</td><td>76.0cm</td><td>112cm</td><td>95cm</td><td>91cm</td></tr>
<tr><td class=""col01"">41</td><td>42cm</td><td>76.5cm</td><td>116cm</td><td>99cm</td><td>92cm</td></tr>
</table></td></tr></table>",,,,,,,,
14859,"<span class=""itemComment"">ルイジ・ボレッリの現代的でカジュアルな位置づけのブランド「ルイジ・ボレッリ ラグジュアリー・ビンテージ」。<br />生地はカジュアルなオックスフォード生地、スタイルは最新のイタリアンスタイルという組み合わせが、ラフに使いやすくも、体にフィットするシャツに仕上がっています。<br />襟型はルイジ・ボレッリの中で最も広角でほぼ水平に開いたNA35。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>首周り</th><th>着丈</th><th>胸囲</th><th>胴囲</th><th>裄丈</th></tr>
<tr><td class=""col01"">37</td><td>38cm</td><td>74.5cm</td><td>102cm</td><td>85cm</td><td>88cm</td></tr>
<tr><td class=""col01"">38</td><td>39cm</td><td>75.0cm</td><td>104cm</td><td>89cm</td><td>89cm</td></tr>
<tr><td class=""col01"">39</td><td>40cm</td><td>75.5cm</td><td>108cm</td><td>93cm</td><td>90cm</td></tr>
<tr><td class=""col01"">40</td><td>41cm</td><td>76.0cm</td><td>112cm</td><td>97cm</td><td>91cm</td></tr>
<tr><td class=""col01"">41</td><td>42cm</td><td>76.5cm</td><td>116cm</td><td>101cm</td><td>92cm</td></tr>
</table></td></tr></table>",,,,,,,,
14863,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />袖、裾にはリブがなく、ジャケット感覚で羽織れるカットソーのカーディガン。<br />どんなスタイルにもあわせやすく、春から秋まで重宝します。<br />生地はスイスのスポエリー社がスーピマコットンを特別に撚りたてて作られた糸が原料になっています。<br />特殊な紡績技術により高い熱伝導性を実現し、肌につけたときに身体の熱を吸い取り、それが身に付ける人に｢ひんやり｣と感じられます。<br />シャリ感のある肌ざわりで通気性にも富み、速乾性にも優れます。<br />左裾にグラソンのワッペン付き。<br /><br />モデル：身長184cm/体重63kg/胸囲94cm/ウエスト75cm/ヒップ94cm
/首周り39cm/裄丈84cm<br />モデル着用サイズ 2
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>着丈</th><th>胸囲</th><th>肩幅</th><th>袖丈</th><th>最適胸囲</th></tr>
<tr><td class=""col01"">1</td><td>63cm</td><td>92cm</td><td>40cm</td><td>62cm</td><td>84～88cm</td></tr>
<tr><td class=""col01"">2</td><td>64cm</td><td>96cm</td><td>42cm</td><td>63cm</td><td>88～92cm</td></tr>
<tr><td class=""col01"">3</td><td>65cm</td><td>100cm</td><td>43cm</td><td>64cm</td><td>92～96cm</td></tr>
</table></td></tr></table>",,,,,,,,
14864,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />袖、裾にはリブがなく、ジャケット感覚で羽織れるカットソーのカーディガン。<br />どんなスタイルにもあわせやすく、春から秋まで重宝します。<br />生地はスイスのスポエリー社がスーピマコットンを特別に撚りたてて作られた糸が原料になっています。<br />特殊な紡績技術により高い熱伝導性を実現し、肌につけたときに身体の熱を吸い取り、それが身に付ける人に｢ひんやり｣と感じられます。<br />シャリ感のある肌ざわりで通気性にも富み、速乾性にも優れます。<br />左裾にグラソンのワッペン付き。
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>着丈</th><th>胸囲</th><th>肩幅</th><th>袖丈</th><th>最適胸囲</th></tr>
<tr><td class=""col01"">1</td><td>63cm</td><td>92cm</td><td>40cm</td><td>62cm</td><td>84～88cm</td></tr>
<tr><td class=""col01"">2</td><td>64cm</td><td>96cm</td><td>42cm</td><td>63cm</td><td>88～92cm</td></tr>
<tr><td class=""col01"">3</td><td>65cm</td><td>100cm</td><td>43cm</td><td>64cm</td><td>92～96cm</td></tr>
</table></td></tr></table>",,,,,,,,
14866,"<span class=""itemComment"">英国の仕様はそのままにサイジングと襟のデザインを日本向けに変更した、英国製シャツ。<br />ターンブル＆アッサー独特の仕様は首筋から剣先にかけてS字カーブを描く襟。<br />これは「ターンブルカット」と呼ばれます。<br />元々はジャケットのラペル部分から衿が飛び出すのを防ぐためにこの形状になったようですが、現在ではターンブル＆アッサーのアイコンになっています。<br />本商品は日本で主流のワイドスプレッドカラーにし、S字曲線はレギュラーカラーほどは目立たないもののキープされています。<br />ワイドスプレッドカラーにしたことで、ネクタイを締めた時だけでなく、ネクタイを締めない時もサマになります。<br />カラー芯は適度に硬く、ステッチは衿縁から５ミリ内側に施されます。<br />前立ては、ボタン幅に沿うようにステッチが入っているので、折り返し部分が比較的広く、装飾としての意味合いを持ち、ドレッシーな印象を与えます。<br />袖のボタンは3つあります。<br />襟と同様にこの袖もターンブル＆アッサーならではの仕様です。
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>首回り</th><th>着丈</th><th>胸囲</th><th>胴囲</th><th>裄丈</th></tr>
<tr><td class=""col01"">37</td><td>37cm</td><td>78cm</td><td>99cm</td><td>90cm</td><td>84cm</td></tr>
<tr><td class=""col01"">38</td><td>38cm</td><td>79cm</td><td>103cm</td><td>94cm</td><td>85cm</td></tr>
<tr><td class=""col01"">39</td><td>39cm</td><td>80cm</td><td>107cm</td><td>98cm</td><td>86cm</td></tr>
</table></td></tr></table>",,,,,,,,
14867,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />彼らが生み出すネクタイはシャツ同様、英国にてハンドメイドでつくられています。<br />こちらは目が詰まった50オンスのシルク生地を用いたプリントタイ。<br />柔らかくとも緩みにくいしっかりした締め心地を味わえます。
</span>",,,,,,,,,
14868,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />彼らが生み出すネクタイはシャツ同様、英国にてハンドメイドでつくられています。
</span>",,,,,,,,,
14869,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />彼らが生み出すネクタイはシャツ同様、英国にてハンドメイドでつくられています。
</span>",,,,,,,,,
14870,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />彼らが生み出すネクタイはシャツ同様、英国にてハンドメイドでつくられています。
</span>",,,,,,,,,
14871,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />彼らが生み出すネクタイはシャツ同様、英国にてハンドメイドでつくられています。
</span>",,,,,,,,,
14872,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />こちらは縁をハンドメイドでロールしたポケットチーフです。
</span>",,,,,,,,,
14873,"<span class=""itemComment"">ターンブル＆アッサーは1885年に創業された英国王室御用達のビスポークシャツメーカーです。<br />英国王室はもとより、経済界要人、政治家、俳優など世界中のセレブリティから根強い支持を受けています。<br />こちらは縁をハンドメイドでロールしたポケットチーフです。
</span>",,,,,,,,,
14875,"<span class=""itemComment"">「優雅な船旅に持っていきたくなる、上品で良質なバッグ」をコンセプトにしたバッグブランド、ペッレモルビダのブリーフケース。<br />MB022 ブリーフバッグはA4ファイルが入る大きさです。<br />内側には大小様々な各種ポケット、ペン挿し、キーリングがあり、スマートフォン、財布などを整然と収納できます。<br />スナップボタンで留める大型のポケットは緩衝剤を内蔵し、タブレットやノートPCの収納にも最適です、<br />前方にはマグネットボタン式ポケットがあり、その中にもさらにポケットがあるので、すぐに取り出したいパスケースやスマートフォンなどを収納可能です。<br />素材は上品で柔らかな風合いのオリジナル・シュリンクレザー。<br />軽量化しつつも、シュリンクレザーの魅力である美しいシボ立ちを表現しています。<br />金具も型から起こし、ブランドの刻印を入れたオリジナル。<br />通常のメタルと同じ強度を保ちつつ、20～30%の軽量化を行っています。<br />経年変化しにくい加工を施すことで、いつまでも輝き続ける仕上がりになっています。<br />ホイッスルとネームタグが付属。<br />ホイッスルの下半分を外すと中からID CARDが出てきます。<br />内装は高級生地であるマイクロライトスエードを贅沢に使用。<br />柔らかさと上品さにこだわったブランドにふさわしい心地よい手触りです。<br />長さ調整と着脱が可能なショルダーストラップが付属します。
</span>",,,,,,,,,
14876,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />英国のダンスシューズメーカー・キャットワースのダンスシューズ“ジャズシューズ”。英国靴のメッカであるノーザンプトンの工場で生産されています。<br />とても軽く、アッパーのレザーは柔らかく足になじみます。<br />シンプルかつ品のよいデザインで、Tシャツからジャケットまで、合わせるスタイルを選びません。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>着用感</th><th>アウトソール全長</th><th>アウトソール最大幅</th><th>ヒール高</th></tr>
<tr><td class=""col01"">6.5</td><td>24.5cm</td><td>26.5cm</td><td>8.5cm</td><td>1.1cm</td></tr>
<tr><td class=""col01"">7</td><td>25.0cm</td><td>27.0cm</td><td>8.5cm</td><td>1.1cm</td></tr>
<tr><td class=""col01"">7.5</td><td>25.5cm</td><td>27.2cm</td><td>8.6cm</td><td>1.1cm</td></tr>
<tr><td class=""col01"">8</td><td>26.0cm</td><td>27.8cm</td><td>8.9cm</td><td>1.1cm</td></tr>
<tr><td class=""col01"">8.5</td><td>26.5cm</td><td>28.1cm</td><td>8.9cm</td><td>1.1cm</td></tr>
</table></td></tr></table>",,,,,,,,
14877,"<span class=""itemComment"">グラミチショーツのナローバージョン。<br />裾が従来のショーツよりも広がらない細身のシルエットで、ストレッチが入っています。<br />ジッパーフロントで細身でも穿きやすくなっています。<br />フロント左側にはベルトループが付いており、内蔵ベルトの先をひっかけられます。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">S</td><td>69cm</td><td>95cm</td><td>31cm</td><td>23cm</td><td>24cm</td><td>21cm</td><td>74～80cm</td></tr>
<tr><td class=""col01"">M</td><td>75cm</td><td>100cm</td><td>32cm</td><td>24cm</td><td>25cm</td><td>21cm</td><td>80～86cm</td></tr>
<tr><td class=""col01"">L</td><td>81cm</td><td>106cm</td><td>34cm</td><td>25cm</td><td>26cm</td><td>22cm</td><td>86～92cm</td></tr>
<tr><td class=""col01"">XL</td><td>89cm</td><td>114cm</td><td>35cm</td><td>25cm</td><td>26cm</td><td>23cm</td><td>92～99cm</td></tr>
</table></td></tr></table>",,,,,,,,
14879,"<span class=""itemComment"">デニムナローパンツのショーツバージョン。<br />裾が従来のショーツよりも広がらない細身のシルエットです。<br />ジッパーフロントで細身でも穿きやすくなっています。<br />フロント左側にはベルトループが付いており、内蔵ベルトの先をひっかけられます。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">S</td><td>68cm</td><td>95cm</td><td>30cm</td><td>24cm</td><td>24cm</td><td>20cm</td><td>72～79cm</td></tr>
<tr><td class=""col01"">M</td><td>75cm</td><td>100cm</td><td>32cm</td><td>24cm</td><td>26cm</td><td>21cm</td><td>79～86cm</td></tr>
<tr><td class=""col01"">L</td><td>82cm</td><td>106cm</td><td>32cm</td><td>25cm</td><td>26cm</td><td>22cm</td><td>86～93cm</td></tr>
<tr><td class=""col01"">XL</td><td>89cm</td><td>114cm</td><td>33cm</td><td>26cm</td><td>27cm</td><td>23cm</td><td>93～100cm</td></tr>
</table></td></tr></table>",,,,,,,,
14880,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />2013年春夏にリリースされ、グラミチを代表するパンツになったデニムナローパンツ。<br />細身で裾に掛けてテーパードするシルエットはこれまでグラミチに食指が動かなかった方も御満足いただけるシルエットになっています。<br />グラミチパンツよりも細めに作られており、ほどよく体にフィットします。<br />ジッパーフロントで細身でも穿きやすくなっています。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">S</td><td>74cm</td><td>104cm</td><td>31cm</td><td>18cm</td><td>34cm</td><td>77cm</td><td>75～80cm</td></tr>
<tr><td class=""col01"">M</td><td>79cm</td><td>110cm</td><td>32cm</td><td>19cm</td><td>35cm</td><td>77cm</td><td>80～85cm</td></tr>
<tr><td class=""col01"">L</td><td>84cm</td><td>116cm</td><td>34cm</td><td>20cm</td><td>36cm</td><td>77cm</td><td>85～90cm</td></tr>
<tr><td class=""col01"">XL</td><td>89cm</td><td>122cm</td><td>36cm</td><td>21cm</td><td>37cm</td><td>78cm</td><td>90～95cm</td></tr>
</table></td></tr></table>",,,,,,,,
14881,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />シンプルな春夏の着こなしを華やかにしてくれる花柄のショーツ。<br />柄は小さく落ち着いた色味。<br />裾が従来のショーツよりも広がらない細身のシルエットです。<br />ジッパーフロントで細身でも穿きやすくなっています。<br />フロント左側にはベルトループが付いており、内蔵ベルトの先をひっかけられます。<br />フルレングスでも足が180度開く股下のガゼットはグラミチの従来のパンツと同様で、動きやすい構造です。
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>ウエスト</th><th>ヒップ</th><th>わたり幅</th><th>裾幅</th><th>股上</th><th>股下</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">S</td><td>67cm</td><td>93cm</td><td>30cm</td><td>24cm</td><td>24cm</td><td>20cm</td><td>71～78cm</td></tr>
<tr><td class=""col01"">M</td><td>74cm</td><td>98cm</td><td>31cm</td><td>25cm</td><td>25cm</td><td>21cm</td><td>78～85cm</td></tr>
<tr><td class=""col01"">L</td><td>81cm</td><td>106cm</td><td>32cm</td><td>26cm</td><td>26cm</td><td>21cm</td><td>85～92cm</td></tr>
<tr><td class=""col01"">XL</td><td>88cm</td><td>114cm</td><td>33cm</td><td>27cm</td><td>27cm</td><td>22cm</td><td>92～99cm</td></tr>
</table></td></tr></table>",,,,,,,,
14883,"<span class=""itemComment"">素材にコットン、ナイロン、リネンでできたラフィアを採用したポストマンバッグ Postina。<br />1950年代のイタリア・ポストマンバッグをモチーフにし、ザネラートのアイコン的モデルになっています。<br />ラフィアは春夏に最適な見た目の軽涼感を演出すると同時に、実際に軽いという特徴があります。<br />メイン室は2つに分かれ、A4ファイルの収納に最適なサイズ。<br />ファスナーポケット、大小のオープンポケット、キーリングを装備しています。<br />荷室に付いているレザーのパッチには品質の証でもあるシリアルナンバーと、昔のイタリアの消印が印字されています。<br />この消印はイタリア郵政省から許可を得た本物です。<br />デイリー使いのみならず1泊程度の小旅行にも最適です。<br />ハンドルとショルダーストラップの2ウェイで持てます。<br />ショルダーストラップは肩にかけてもジャケットなどの生地を傷めないスムースレザー製で高級感があり、長さ調整と着脱が可能です。</span>",,,,,,,,,
14887,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />タイトなパンツにあう、細メッシュベルト。<br />こちらはレザーとリネンのコンビネーションを編み上げました。<br />レザーのシャープさとリネンの軽やかさが同居した春夏に相応しいメッシュベルトです。
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>全長(バックル含む)</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">80</td><td>96cm</td><td>74～80cm</td></tr>
<tr><td class=""col01"">85</td><td>101cm</td><td>79～85cm</td></tr>
<tr><td class=""col01"">90</td><td>106cm</td><td>84～90cm</td></tr>
</table></td></tr></table>",,,,,,,,
14888,"<span class=""itemComment""><a href=""http://glober.jp/info/exchange.aspx""><font color='red'>セール商品は理由の如何を問わず返品・交換対象外です。<br />詳しくはこちら。<br />返品・交換について</font></a></li></ul><br /><br />タイトなパンツにあう、細メッシュベルト。<br />こちらはレザーの表革とスウェードのコンビネーションを編み上げました。<br />表革のシャープさとスウェードのソフトな雰囲気が同居した通年使えるメッシュベルトです。
</span>","<table class=""infoTable""><tr><td><table>
<tr><th class=""col01"">サイズ</th><th>全長(バックル含む)</th><th>最適ウエスト</th></tr>
<tr><td class=""col01"">80</td><td>96cm</td><td>74～80cm</td></tr>
<tr><td class=""col01"">85</td><td>101cm</td><td>79～85cm</td></tr>
<tr><td class=""col01"">90</td><td>106cm</td><td>84～90cm</td></tr>
</table></td></tr></table>",,,,,,,,
14889,"<span class=""itemComment"">口を折りたたむデザインのトートバッグ。<br />荷物が多い時は折りたたまずに大容量のトートバッグとしても使えます。<br />前面左右のストラップにはカーデガンやブランケットなどを留められます。<br />天マチはファスナー付なので、中身が飛び出す心配なくお使いいただけます。

</span>",,,,,,,,,
14890,"<span class=""itemComment"">GAF3560はA4ファイルがジャストで入るコンパクトなブリーフケース。<br />“サフィアーノレザー”を採用した“Distinto”コレクションのブリーフケースです。<br />サフィアーノはスプリットレザーの表面にウレタン樹脂をコーティングし型押しを施しており、一流メゾン等が採用していることでも有名です。<br />スプリットレザーは汚れが付着しにくく、水分も浸透しにくい雨に強い素材です。<br />構造上の特徴として、中に入れる荷物の容量に左右されず、しっかりとした一定のフォルムを保てる様、特殊なポストミシンによりマチ側に“たたき”を入れました。<br />たたきは本体を縫い上げた後、更にマチ部分を内側の縫いしろと一緒に縫う、強度性を高める特殊技法です。<br />これにより、重量の増す芯材等は使用せずにソフトアタッシュの様なしっかりとしたフォルムを持たせました。<br />ハンドルを本体に固定する装着部には、複数枚重ね合わせた厚くハードな“イタリア産ベリー革”を使用し、サフィアーノレザーと対照的な革の味感を演出しています。<br />外側前面にパスケースやスマートフォンを収納可能なポケットがあります。<br />前面のファスナーポケット内にはさらにファスナーポケットがあります。<br />内側には各種ポケットとキーホルダーなどを装着可能なストラップがあります。<br />内側のポケットの縁はレザーでパイピングし、強度を高めたダレにくい構造。<br />内側のファスナーポケット及び外側前面ファスナーポケット内のファスナーポケットは、共に通帳の収まりがよいサイズです。<br />底には適度な硬さの芯材を使用し、底がたわみにくい仕様です。<br />雨に強く、お気軽にお持ちいただけるタフな大人のエレガンスビジネスアイテムです。 <br /><br />本体部分のスプリットレザーは、汚れなどが付着した際は、水気を堅く絞った布等で、拭き取って下さい。<br />長時間に汚れ等を放置しますとコーティング表面の気泡状の目に見えない穴に入り込み、汚れが浸透してしまう事がありますので、素早く拭き取って下さい。<br />雨等、水に濡れた際も同様に長時間放置しますと浸透してしまう事がありますので、素早く拭き取って下さい。<br />防水スプレー等を付属革部分を避けてご使用いただきますと効果があります。<br />ハンドル等に用いられている革は、染料仕上げを施しておりますので、ご使用当初は色落ちする場合がございますのでご注意下さい。<br />ご使用いただく程色落ちは収まり、透明感と色の深みが増した、イタリアレザーならではの独特な味わい深い表情に仕上がっていきます。<br />こちらは天然皮革のため、雨等水気にはご注意下さい。
</span>",,,,,,,,,
14891,"<span class=""itemComment"">GAF3561はA4ファイルが余裕で入るやや大きめのブリーフケース。<br />“サフィアーノレザー”を採用した“Distinto”コレクションのブリーフケースです。<br />サフィアーノはスプリットレザーの表面にウレタン樹脂をコーティングし型押しを施しており、一流メゾン等が採用していることでも有名です。<br />スプリットレザーは汚れが付着しにくく、水分も浸透しにくい雨に強い素材です。<br />構造上の特徴として、中に入れる荷物の容量に左右されず、しっかりとした一定のフォルムを保てる様、特殊なポストミシンによりマチ側に“たたき”を入れました。<br />たたきは本体を縫い上げた後、更にマチ部分を内側の縫いしろと一緒に縫う、強度性を高める特殊技法です。<br />これにより、重量の増す芯材等は使用せずにソフトアタッシュの様なしっかりとしたフォルムを持たせました。<br />ハンドルを本体に固定する装着部には、複数枚重ね合わせた厚くハードな“イタリア産ベリー革”を使用し、サフィアーノレザーと対照的な革の味感を演出しています。<br />外側前面にパスケースやスマートフォンを収納可能なポケットがあります。<br />前面のファスナーポケット内にはさらにファスナーポケットがあります。<br />内側には各種ポケットとキーホルダーなどを装着可能なストラップがあります。<br />内側のポケットの縁はレザーでパイピングし、強度を高めたダレにくい構造。<br />内側のファスナーポケット及び外側前面ファスナーポケット内のファスナーポケットは、共に通帳の収まりがよいサイズです。<br />底には適度な硬さの芯材を使用し、底がたわみにくい仕様です。<br />雨に強く、お気軽にお持ちいただけるタフな大人のエレガンスビジネスアイテムです。 <br /><br />本体部分のスプリットレザーは、汚れなどが付着した際は、水気を堅く絞った布等で、拭き取って下さい。<br />長時間に汚れ等を放置しますとコーティング表面の気泡状の目に見えない穴に入り込み、汚れが浸透してしまう事がありますので、素早く拭き取って下さい。<br />雨等、水に濡れた際も同様に長時間放置しますと浸透してしまう事がありますので、素早く拭き取って下さい。<br />防水スプレー等を付属革部分を避けてご使用いただきますと効果があります。<br />ハンドル等に用いられている革は、染料仕上げを施しておりますので、ご使用当初は色落ちする場合がございますのでご注意下さい。<br />ご使用いただく程色落ちは収まり、透明感と色の深みが増した、イタリアレザーならではの独特な味わい深い表情に仕上がっていきます。<br />こちらは天然皮革のため、雨等水気にはご注意下さい。
</span>",,,,,,,,,
14892,"<span class=""itemComment"">ガレリアントのラウンドジップ長財布。<br />もちっと手に吸い付くような質感のシボ革を用い、クラス感を感じさせます。<br />各色内側に別色の素材を用い、カッテイングディティールにもこだわった使い心地の良い大人の小物アイテムです。<br />ジッパーは外側、コインケース共に滑らかな動きで評価の高いスイスriri社製を採用。<br />ジッパーの角は大き目のアールを描くデザインで、開け閉めがスムーズに行えます。<br />カード入れが多く、2列4段が2か所、コインケースの外側に1列3段、外側ポケット内に1つあり、合計20枚のカードを機能的に収納可能。<br />コインケースの外側にスリット状デザインのポケットがあり、カードや領収書等の収納に便利です。<br />コインケースは前後共マチがあり、大きく開くので中を一望でき、コインの出し入れが容易です。<br />コインケースのジッパーも外側のジッパー同様、大き目のアールを描き、スムーズに開閉できます。<br />大きさは高さをやや高めにとり、4段のカードケースでもカードが取り出しやすいデザイン。<br />バッグでその素材の上質さ、使い勝手の良さ、つくりの丁寧さなどの評価をゆるぎないものにしたガレリアント。<br />財布においても同様の驚きをあたえるでしょう。
</span>",,,,,,,,,
